Nom,SNR,fe_Voice,audio_Voice,fe_Noise,audio_Noise,fe_Mix,audio_Mix
1111,-3.0,8000,"[ 0.00835619  0.0041781   0.00721671 ... -0.21612145 -0.03380459
 -0.03722303]",8000,"[ 0.6446405   0.5830919   0.41788253 ...  0.4340795   0.14901239
 -0.0842244 ]",8000,8000
1112,4.0,8000,"[ 0.61394733  0.48005792  0.35463452 ... -0.30007538 -0.34773627
 -0.38599035]",8000,"[-0.27913103 -0.30571494 -0.27913103 ...  0.26583907  0.35888276
  0.584846  ]",8000,8000
1113,4.0,8000,[0.03351593 0.02979193 0.04096391 ... 1.6739343  1.9867496  2.1394334 ],8000,"[-0.29409716 -0.41338125 -0.7959132  ... -0.4504005  -0.34962595
 -0.28175738]",8000,8000
1114,-1.0,8000,[0.49831674 0.6753223  0.89995575 ... 0.05473664 0.06468876 0.04194107],8000,"[-1.9484211  -1.7615086  -1.4046757  ...  0.24921666  0.30585682
  0.14160037]",8000,8000
1115,1.0,8000,[0.588592   0.58760357 0.78133    ... 0.10081676 0.10427617 0.10279357],8000,"[-0.898651   -0.91247636 -0.70509535 ...  1.0230796   0.898651
  0.77422243]",8000,8000
1116,-2.0,8000,[0.27630195 0.13095818 0.20784652 ... 0.00595264 0.01339345 0.01835399],8000,"[ 0.57078046  0.63996595  0.778337   ... -0.9858936  -0.9340044
 -1.0550791 ]",8000,8000
1117,-1.0,8000,"[-0.5754899   0.07572234  0.60073066 ...  0.07824643  0.00757224
 -0.08329459]",8000,"[-0.28489882 -0.56979764 -0.4948243  ...  0.82470715  0.8996805
  0.88468575]",8000,8000
1118,-4.0,8000,"[-0.03332742 -0.03292099 -0.03535958 ...  0.57510126  1.9427446
  2.5678372 ]",8000,"[ 1.8043205   1.826596    1.8934227  ... -0.57916456 -0.6459913
 -0.556889  ]",8000,8000
1119,-2.0,8000,"[ 0.01579783  0.02093213  0.02764621 ...  0.00710902  0.00671408
 -0.00039495]",8000,"[ 1.5743927   1.8595188   1.6859637  ... -0.20454705 -0.24173743
 -0.35330856]",8000,8000
1120,0.0,8000,"[ 0.01749731  0.6303102   0.9786288  ... -0.01098669 -0.01261434
 -0.01505583]",8000,[0.49079546 0.31551135 0.22786932 ... 0.64855117 0.14022727 0.3680966 ],8000,8000
1121,2.0,8000,[0.7345858  0.86475825 0.83149827 ... 0.01548307 0.00344068 0.04128819],8000,"[-0.976371   -1.0444899  -0.90825206 ... -0.0227063  -0.0454126
 -0.52224493]",8000,8000
1122,3.0,8000,[1.3771151  1.6714834  1.3688124  ... 0.4238148  0.44645852 0.5638284 ],8000,[ 3.2310214  2.9987254  2.0061898 ... -2.0484252 -2.470781  -2.175132 ],8000,8000
1123,-1.0,8000,"[-0.04672768 -0.02819108 -0.03436995 ... -0.01158538 -0.00810976
 -0.0092683 ]",8000,"[-0.2369691  -0.30760413 -0.6038155  ...  0.56508017  0.52406627
  0.5400161 ]",8000,8000
1124,0.0,8000,"[ 1.8743114e+00  2.6140931e+00  2.2169783e+00 ... -1.1836510e-03
 -7.1019065e-03 -2.3673021e-03]",8000,"[ 0.30730018  0.40527996  0.54334235 ... -0.04008263 -0.11579427
 -0.035629  ]",8000,8000
1125,4.0,8000,"[-0.43215165 -0.18379618  0.29249287 ... -0.01778673  0.21936966
  0.15744549]",8000,"[ 1.3069383   1.3408847   1.3578578  ... -0.06789289 -0.27157158
 -0.28854483]",8000,8000
1126,0.0,8000,"[-0.13158101 -0.02999273  0.0125776  ...  1.1711676  -1.1344024
 -0.23849057]",8000,"[ 1.025407    1.0430864   0.93700975 ...  0.05303829  0.05303829
 -0.1767943 ]",8000,8000
1127,-3.0,8000,"[-0.62930495 -0.6405425  -0.60484666 ...  0.04891656  0.05420484
  0.05453536]",8000,[0.24003817 0.1869771  0.06569465 ... 1.591832   1.672687   1.6979542 ],8000,8000
1128,-4.0,8000,"[ 2.660054    2.519254    2.3001063  ... -1.5109469  -1.3058033
 -0.88643223]",8000,"[-1.0524819  -0.9776862  -0.80672467 ... -0.55562496 -0.5449398
 -0.65713334]",8000,8000
1129,-3.0,8000,"[-0.00675219 -0.00368301 -0.00368301 ... -0.8053516  -1.4357601
 -2.3792245 ]",8000,[-1.7259811 -1.3912455 -1.5167713 ...  1.0669701  1.3284825  1.5481528],8000,8000
1130,0.0,8000,"[-0.01724327 -0.01555275 -0.02130051 ...  0.54569876  0.5517847
  0.5484036 ]",8000,"[-0.5685339  -0.3995103  -0.03073156 ... -0.63767993 -0.67609435
 -1.259994  ]",8000,8000
1131,3.0,8000,"[-0.77995753 -1.0638725  -1.3814174  ...  0.00776077  0.00452712
 -0.00452712]",8000,[-1.2398779 -1.2881849 -1.1432642 ...  1.4975148  1.5297196  1.5055661],8000,8000
1132,-4.0,8000,[0.01432197 0.02386996 0.02426779 ... 1.0343647  0.83584625 0.5665136 ],8000,"[-1.2912706  -0.8982752  -0.86084706 ...  1.3286986   1.2912706
  1.2725565 ]",8000,8000
1133,0.0,8000,"[ 0.05383318  0.05904284  0.07467183 ... -0.2656928  -0.53833175
 -0.05556973]",8000,"[ 0.1444257   0.18053211  0.37911743 ... -0.95682025 -0.90266055
 -0.88460743]",8000,8000
1134,-4.0,8000,"[ 2.1350255   1.7569822  -0.48042995 ... -0.0210024  -0.02428403
 -0.02264321]",8000,"[-1.1162947  -0.7167787  -0.31726268 ... -0.5875235  -0.77553105
 -0.35838935]",8000,8000
1135,1.0,8000,"[-0.04591719 -0.26558924 -0.08244224 ...  0.00469608  0.21497595
  0.20140952]",8000,"[ 0.39600703  0.33645704  0.3096596  ... -1.3607159  -0.47639942
  0.21437973]",8000,8000
1136,2.0,8000,[3.052662  2.652427  1.5665998 ... 1.0183717 1.065386  1.0240952],8000,"[-0.80535936 -1.1799451  -1.2735915  ... -1.9103875  -1.7980115
 -1.292321  ]",8000,8000
1137,-3.0,8000,"[ 0.00361996 -0.00316746  0.         ... -0.31538898  0.1882379
  0.5009119 ]",8000,"[ 1.1478392   1.2662262   1.4154967  ... -0.32427746 -0.5610514
 -0.74635285]",8000,8000
1138,3.0,8000,"[ 0.0713708   0.10078184  0.06941006 ... -0.01372515 -0.00549006
  0.05333203]",8000,"[-0.50103754 -0.21096319 -0.26370394 ... -0.36918557 -0.55377835
 -0.7120007 ]",8000,8000
1139,0.0,8000,"[-0.04462408 -0.04751638 -0.05412736 ... -0.07189436 -0.25286978
 -0.25700167]",8000,[-1.2398779 -1.2881849 -1.1432642 ...  1.4975148  1.5297196  1.5055661],8000,8000
1140,2.0,8000,"[-0.0039045  -0.010412   -0.0065075  ...  0.3553096   0.46333417
  0.54099035]",8000,"[-0.5930146  -0.7977967  -0.91725284 ...  0.8191281   1.0793719
  1.0793719 ]",8000,8000
1141,-2.0,8000,"[-0.04885252 -0.04358067 -0.00456894 ...  0.02073596  0.00878642
 -0.00456894]",8000,"[-0.05361325 -0.21445298 -0.37529272 ...  0.11488553 -0.1914759
 -0.29104334]",8000,8000
1142,3.0,8000,"[ 0.0159545  -0.01553464  0.07389451 ...  0.22966078  0.21370628
  0.24939397]",8000,[-1.623951  -1.5924178 -1.5293518 ... -1.5451183 -1.5293518 -1.0878894],8000,8000
1143,-3.0,8000,"[-0.42957956 -0.4709659  -0.602983   ...  1.1336709   1.2117287
  1.1808199 ]",8000,[0.79561895 0.6678553  0.7665818  ... 0.3832909  0.21487519 0.04065206],8000,8000
1144,1.0,8000,"[ 0.4655537   0.05529767 -0.25963575 ...  0.4897794   0.5945816
  0.7462552 ]",8000,"[-0.2839046  -0.6363379  -0.10768795 ...  2.9956832   2.741148
  2.574721  ]",8000,8000
1145,-4.0,8000,"[ 0.3442576   0.03436213 -0.12217645 ... -0.0178174   0.01527206
 -0.00254534]",8000,"[-0.11697761 -0.2105597  -0.25735074 ... -1.4505224  -1.2633582
 -1.2867537 ]",8000,8000
1146,1.0,8000,"[-0.0007969   0.00398452 -0.00039845 ...  0.02350867 -0.05857246
  0.01314892]",8000,"[ 1.362187    1.1970735   1.1145167  ... -0.0619176   0.22703117
  0.51597995]",8000,8000
1147,4.0,8000,"[-0.01968194 -0.06532729  0.02386959 ... -0.45184714 -0.4120645
 -0.45603475]",8000,"[-0.92315364 -0.8850855  -0.94218785 ...  0.30454555  0.09517048
 -0.5139206 ]",8000,8000
1148,-4.0,8000,[1.3771151  1.6714834  1.3688124  ... 0.4238148  0.44645852 0.5638284 ],8000,"[ 1.0847167   1.2846192   0.806164   ...  0.03932507 -0.19990246
 -0.4325758 ]",8000,8000
1149,1.0,8000,"[-0.43215165 -0.18379618  0.29249287 ... -0.01778673  0.21936966
  0.15744549]",8000,"[-0.08228745  0.         -0.22335164 ... -0.6465442  -0.9874493
 -0.65829957]",8000,8000
1150,-1.0,8000,"[ 0.00983521  0.00860581  0.00573721 ... -0.0008196  -0.0012294
 -0.00819601]",8000,"[-0.09253247 -0.10795455  0.23133117 ... -0.40097407 -0.5243507
 -0.72483766]",8000,8000
1151,-2.0,8000,"[ 0.35544026  0.47334743  0.45100352 ... -0.12478222 -0.10587582
 -0.13784483]",8000,"[ 0.6264628   0.42880878  0.341707   ... -0.41540846  0.5159105
  0.15075308]",8000,8000
1152,4.0,8000,"[-0.01382747 -0.08181255 -0.12099039 ... -2.1751382  -1.047047
  0.15594317]",8000,[0.6574436  0.5310121  0.37507996 ... 0.67851543 0.49729708 0.63215727],8000,8000
1153,4.0,8000,"[ 0.02416848  0.0188632   0.01473688 ... -1.7790358  -1.8415201
 -1.8739411 ]",8000,"[-0.65144277 -0.50491226 -0.49078888 ... -0.24009816 -0.04237026
  0.00353086]",8000,8000
1154,0.0,8000,[2.4791105  3.2101161  3.024645   ... 0.05058299 0.06146105 0.06635617],8000,"[ 0.6880743   0.10820524 -0.56599665 ... -0.46611488 -0.34126267
 -0.9433277 ]",8000,8000
1155,-2.0,8000,[0.02267236 0.02116087 0.02267236 ... 0.5527018  0.71745425 0.48619616],8000,"[-0.03170995 -0.11324985 -0.35786948 ...  1.1642083   1.0736084
  0.67043906]",8000,8000
1156,1.0,8000,"[-1.105196   -1.1088208  -1.1668195  ... -0.02940208 -0.02859654
 -0.02577716]",8000,"[-0.57015556 -0.62813747 -0.8214106  ... -2.2226403  -2.0197036
 -1.9617217 ]",8000,8000
1157,3.0,8000,"[-0.11774619  0.01719888 -0.04861991 ...  1.4086545   1.233689
  1.0587234 ]",8000,"[-0.7348909  -0.6756255  -0.5985805  ... -0.04148578  0.20742887
  0.56302124]",8000,8000
1158,-1.0,8000,[0.25551465 0.04941822 0.28864732 ... 3.2616024  3.2644103  2.9937332 ],8000,"[ 0.21170598  0.06174758 -0.4145909  ...  1.3937311   1.2084883
  1.0938143 ]",8000,8000
1159,0.0,8000,"[-0.48008105 -0.5422702  -0.5601731  ...  0.01601841  0.00329791
  0.01884518]",8000,"[-0.1437605  -0.10782038  0.10782038 ... -0.575042   -0.35940126
 -0.93444324]",8000,8000
1160,2.0,8000,"[ 0.6480881   0.4448241  -0.0496587  ...  0.03661277 -0.09679238
 -0.31899402]",8000,"[-0.27087876 -0.011132    0.10018805 ... -0.35622415 -0.34323677
 -0.4118842 ]",8000,8000
1161,0.0,8000,"[-0.09201496 -0.06353414 -0.00219083 ...  0.16431242  0.14021327
 -0.02190832]",8000,"[-0.07918052 -0.01397303 -0.76385915 ...  0.2515146   0.05123446
  0.48905614]",8000,8000
1162,-4.0,8000,"[ 0.30177936  0.23216602  0.08710781 ... -0.20446645 -0.3728506
 -0.36629018]",8000,[0.59505993 0.2462317  0.03077896 ... 2.934261   2.7393274  2.4520571 ],8000,8000
1163,3.0,8000,"[ 1.6581276e-03 -1.6581276e-03 -1.2435958e-03 ... -1.6104566e+00
 -1.4413276e+00 -9.5673966e-01]",8000,"[ 0.4083781   0.6682551   0.41456565 ... -0.96525735 -0.72394305
 -0.39600304]",8000,8000
1164,-1.0,8000,"[-0.5882386  -0.17522003 -0.8023965  ...  0.10846954 -0.00417191
 -0.12932906]",8000,"[-0.16329867 -0.1166419   0.02332838 ...  1.096434    0.76983654
  0.37325406]",8000,8000
1165,2.0,8000,"[ 1.1776612   1.6179037   1.5718151  ... -0.00576108  0.00192036
  0.00240045]",8000,[-1.0788118 -1.1222804 -1.0590533 ...  1.525353   1.4107538  1.2329278],8000,8000
1166,1.0,8000,"[ 0.3747405   0.13391462 -0.02810554 ... -2.1013024  -1.9806137
 -2.1531048 ]",8000,"[-0.00910982 -0.08882077 -0.6923465  ... -1.9130628  -2.0474324
 -2.0497098 ]",8000,8000
1167,-4.0,8000,"[-0.04246851 -0.00406613 -0.04834181 ...  0.5344707   0.49155036
  0.40796873]",8000,[0.3464373  0.40327466 0.4574055  ... 1.7186538  2.130048   1.8810463 ],8000,8000
1168,-4.0,8000,"[-2.6190524e+00 -2.7905123e+00 -3.2910802e+00 ...  1.9051116e-03
 -2.3813895e-03 -2.8576672e-03]",8000,"[ 0.51379144  0.51379144  0.39390677 ... -0.10275828 -0.15413743
 -0.29114845]",8000,8000
1169,-3.0,8000,"[-1.4501252e-03  1.1117627e-02  4.8337504e-03 ...  1.4114552e+00
  1.4675267e+00  1.3065629e+00]",8000,"[-0.47689453 -0.51800615 -0.39056018 ... -0.83045435 -0.48922804
 -0.35355973]",8000,8000
1170,2.0,8000,"[ 0.1919772   0.06625301 -0.12781091 ... -0.8263367  -0.3046595
 -0.42777526]",8000,"[-0.527496   -0.5526148  -0.72844684 ...  1.2057052   1.3564184
  1.5322502 ]",8000,8000
1171,0.0,8000,"[-2.224881   -2.1733325  -1.9273854  ...  0.27958447  0.30885348
  0.5700902 ]",8000,"[-0.707738   -0.8120362  -1.3037279  ...  0.23839597 -0.14154759
 -0.5736403 ]",8000,8000
1172,-1.0,8000,"[ 0.16265538 -0.30342624 -0.6038951  ... -0.04672646 -0.04436056
 -0.06092184]",8000,"[-0.3094248  -0.22940113  0.10936565 ... -0.23473604 -0.46146974
 -0.2720804 ]",8000,8000
1173,0.0,8000,"[ 0.07024763 -0.05660731  0.12617293 ...  0.00886621  0.01159427
  0.00750217]",8000,"[ 1.3666587   0.9780353  -0.8420171  ... -0.73838425 -0.8420171
  1.3213191 ]",8000,8000
1174,3.0,8000,"[ 0.42086825  0.04929643 -0.56752515 ...  0.00061621  0.
 -0.00801067]",8000,"[ 0.6446405   0.5830919   0.41788253 ...  0.4340795   0.14901239
 -0.0842244 ]",8000,8000
1175,-1.0,8000,"[-0.02617875 -0.04759772 -0.02808265 ... -0.41648003 -0.3907773
 -0.12898982]",8000,[-0.7383282 -0.5310782 -0.8872893 ...  1.6839066  0.4468829  0.1101016],8000,8000
1176,-1.0,8000,"[-0.00133003  0.00354674 -0.00044334 ...  0.00709347  0.01596031
  0.00665013]",8000,"[ 0.6880743   0.10820524 -0.56599665 ... -0.46611488 -0.34126267
 -0.9433277 ]",8000,8000
1177,-3.0,8000,"[ 0.48015282 -0.7360144   0.3859128  ...  0.0018848   0.0014136
 -0.0042408 ]",8000,"[-2.0765526  -2.1259944  -2.1853247  ...  0.         -0.02966504
 -0.10877181]",8000,8000
1178,0.0,8000,"[-1.1512431  -1.159732   -0.9770207  ...  0.00889303  0.00808457
  0.00404229]",8000,"[ 1.0401154   0.9995913   1.0873933  ... -0.6011056  -0.6078596
 -0.64838356]",8000,8000
1179,1.0,8000,"[-0.00743755 -0.00430595  0.00039145 ...  0.04384242  0.01056915
  0.05558591]",8000,[1.3772614 1.4433172 1.4268032 ... 1.7868068 1.4994645 1.2550585],8000,8000
1180,2.0,8000,[0.10194452 0.08353163 0.03008935 ... 1.3912958  1.0966896  0.8896569 ],8000,"[-1.5380663  -1.561195   -1.4108577  ... -0.31223902 -0.3469322
 -0.75168645]",8000,8000
1181,3.0,8000,[1.0129361  1.0364001  0.99035746 ... 0.62910056 0.6454811  0.6224598 ],8000,[1.2085707  1.1626756  0.84141    ... 0.7037247  0.76491815 0.2906689 ],8000,8000
1182,0.0,8000,"[-0.98913467  0.07187898  0.70920604 ... -0.00638924 -0.00279529
 -0.00598992]",8000,"[-0.4012322  -0.31429854 -0.3744834  ... -0.9763317  -1.1702607
 -1.2705687 ]",8000,8000
1183,-4.0,8000,"[-0.01429628 -0.01626818 -0.01626818 ...  2.3879724   1.8171068
  1.0451076 ]",8000,[0.7388609  0.8004326  0.7388609  ... 0.27707285 0.24628697 0.33864456],8000,8000
1184,4.0,8000,"[-2.7899883  -3.153427   -3.5342755  ... -0.64635456 -0.76169735
 -1.0315558 ]",8000,"[ 0.00605465 -0.4238258  -0.5449189  ... -0.7568318  -0.9142529
 -1.0656192 ]",8000,8000
1185,2.0,8000,"[ 0.08267149  0.3661166   0.1205885  ...  0.13177711 -0.11002145
 -0.3661166 ]",8000,"[-0.31934565 -0.9096513  -1.4781834  ...  1.3185105   1.228997
  1.1298063 ]",8000,8000
1186,-3.0,8000,"[-1.7138734  -1.4307516  -1.0627393  ...  0.18446508  0.18813603
  0.17345224]",8000,"[-0.58744353 -0.58744353 -0.58744353 ... -0.36365554 -0.25176153
 -0.783258  ]",8000,8000
1187,-4.0,8000,"[-0.06339157  0.05723353  0.01593845 ... -5.4176245  -1.6079723
  0.99760205]",8000,"[ 1.194135    1.2633601   1.2633601  ...  0.         -0.12979726
 -0.39804497]",8000,8000
1188,-1.0,8000,"[-0.03722712 -0.03832204 -0.03722712 ...  0.13357967  0.28248814
  0.23923899]",8000,"[-0.57267344 -0.57267344 -0.6181237  ... -0.89991546 -0.8544651
 -0.79992485]",8000,8000
1189,-4.0,8000,"[ 0.14864536  0.11440681  0.15282078 ... -0.5332026   0.78080565
  1.1382225 ]",8000,"[-0.38930482 -0.6870085  -0.9732621  ... -0.89311105 -1.0076125
 -0.9847122 ]",8000,8000
1190,0.0,8000,[1.22963    0.82496446 0.6842635  ... 0.9776911  0.9067394  0.8051221 ],8000,"[ 0.49062192  0.19184574  0.37425646 ... -1.003259   -0.7516579
 -0.8522984 ]",8000,8000
1191,-1.0,8000,"[ 0.01933154  0.01669542  0.01933154 ... -0.04701078 -0.02196766
  0.01186253]",8000,"[ 0.          0.25090176  0.04704408 ... -0.59589165 -0.5331662
 -0.33714926]",8000,8000
1192,1.0,8000,"[ 0.14192869 -0.01805789 -0.17804447 ...  0.07920127  0.04213507
 -0.0247108 ]",8000,[-2.445182  -2.6279993 -2.5594432 ... -1.1197563 -1.3254257 -1.2568693],8000,8000
1193,0.0,8000,"[-2.021975   -1.9996191  -1.1190416  ... -0.05381998 -0.05713198
 -0.03146399]",8000,"[ 0.51226157  0.6764479   0.7027178  ... -1.1887095  -1.1296024
 -0.9588486 ]",8000,8000
1194,-4.0,8000,"[-2.281594   -1.7268671  -1.839305   ... -0.01293533  0.00597015
  0.0154229 ]",8000,"[-0.20415974 -0.14202416 -0.16865368 ...  0.99416906  1.0474281
  0.7811329 ]",8000,8000
1195,0.0,8000,"[-0.25339717 -0.16809516 -0.03763324 ... -0.73560447 -0.8449918
 -1.0000408 ]",8000,"[-1.7455293  -1.9419016  -2.014632   ...  0.33819634  0.61820835
  0.66548306]",8000,8000
1196,1.0,8000,"[ 1.5296968   0.44478673 -0.45886502 ...  0.0475143  -0.05059394
  0.02111747]",8000,"[ 2.3354611   2.3327734   2.3354611  ...  0.448817    0.00806258
 -0.00537505]",8000,8000
1197,4.0,8000,[0.21451728 0.17308691 0.1519114  ... 0.37839743 0.25456667 0.29599702],8000,"[ 1.0295507   0.96570253  1.0375316  ... -1.2131139  -0.57463294
 -0.16760127]",8000,8000
1198,-2.0,8000,"[-0.00743755 -0.00430595  0.00039145 ...  0.04384242  0.01056915
  0.05558591]",8000,"[ 0.9639148   0.7847801   0.699478   ... -0.6141758  -0.45636675
 -0.40518537]",8000,8000
1199,-2.0,8000,[0.02623698 0.02326676 0.01980149 ... 0.02524691 0.02079157 0.01633623],8000,"[-0.9292534  -0.9606085  -0.81808496 ...  0.86084205  0.53588843
  0.4731781 ]",8000,8000
1200,-2.0,8000,"[-0.01722744 -0.0214464  -0.02074325 ... -1.7037587  -2.1161625
 -2.353831  ]",8000,"[-0.2874043  -0.5498169  -0.48733768 ... -0.6247919  -0.4248585
 -0.5748086 ]",8000,8000
1201,0.0,8000,"[-0.97245514 -1.0667328  -1.1125621  ... -0.02444232 -0.02837055
 -0.0305529 ]",8000,"[ 0.01939229  0.11635374  0.36845344 ... -1.2604988  -1.9198366
 -1.6289523 ]",8000,8000
1202,0.0,8000,"[ 1.9697566   2.2441478   2.569811   ... -0.03662305 -0.0304253
 -0.03155217]",8000,"[-0.28590578 -0.1747202  -0.22237115 ...  1.1277394   1.0800885
  1.1436231 ]",8000,8000
1203,4.0,8000,"[-0.94610405 -1.2811981  -1.140602   ... -0.03957805 -0.03882419
 -0.05427848]",8000,"[-0.62755144 -0.88544935 -0.997205   ...  1.633353    1.7966883
  1.7107224 ]",8000,8000
1204,2.0,8000,"[ 0.03136566  0.02240404  0.01920346 ... -0.03136566 -0.04672843
 -0.0454482 ]",8000,"[-0.11347684 -0.28948173 -0.5558049  ... -0.13895123 -0.69938785
 -0.28948173]",8000,8000
1205,0.0,8000,"[-0.14115201  0.1544265  -0.10398346 ...  0.02876138  0.01991173
  0.02522152]",8000,"[-1.071927   -0.98633575 -0.01630307 ...  0.4238798   0.37904638
  0.49316788]",8000,8000
1206,1.0,8000,[0.00916176 0.00333155 0.01124397 ... 0.9307511  0.7716697  0.63465977],8000,"[-1.3473996  -1.2166817  -1.13624    ... -0.5429819  -0.30165663
 -0.19607683]",8000,8000
1207,2.0,8000,[0.02782666 0.01590095 0.01192571 ... 0.86792654 0.8807357  0.66651464],8000,"[-0.3288207  -0.19882184 -0.29058576 ... -0.29823276 -0.41293767
 -0.16058686]",8000,8000
1208,0.0,8000,"[-0.69811755 -0.5689205  -0.34225896 ... -0.01133308  0.
 -0.03399923]",8000,"[ 1.139029    1.1304649   1.1219008  ... -1.2246703  -0.8821052
 -0.83072037]",8000,8000
1209,3.0,8000,[0.41060966 0.60425675 0.30569047 ... 1.0556685  1.2745738  1.3717211 ],8000,"[-1.8288926  -1.8288926  -1.4714857  ...  0.72769314  0.2930092
 -0.00643976]",8000,8000
1210,-3.0,8000,"[-0.354579    0.25540555  0.12000438 ... -0.24363156 -0.25902835
 -0.25540555]",8000,[0.47695166 0.7154275  0.7672701  ... 0.87095517 1.0679569  0.9331663 ],8000,8000
1211,-3.0,8000,"[-0.03449178 -0.0406113  -0.03449178 ...  0.10180639  0.08956739
  0.12405916]",8000,"[ 1.1829104   0.9395902   0.52407426 ... -0.7224738  -0.8048283
 -1.1042993 ]",8000,8000
1212,4.0,8000,"[ 0.02012867  0.02012867  0.02470337 ... -0.39022174  0.40806308
 -0.53661215]",8000,"[ 0.24752618  0.05500583  0.20627184 ...  0.06875728  0.41254368
 -0.11001165]",8000,8000
1213,0.0,8000,"[-2.755794   -1.7868311  -1.4656787  ...  0.03119767  0.02813907
  0.01957501]",8000,"[-0.6526489  -0.85519516 -1.2602876  ... -1.147762   -1.6203698
 -1.8679262 ]",8000,8000
1214,-2.0,8000,"[-0.00253893 -0.01015572 -0.01142518 ... -0.30594093 -0.08568885
  0.50016904]",8000,"[ 0.6462278   0.7431619   0.7754733  ... -0.37158096 -0.14540124
  0.        ]",8000,8000
1215,3.0,8000,"[ 1.3430651   0.6176398  -0.04928354 ...  0.20528899  0.3988776
  0.40206861]",8000,[1.5234401 1.4851627 1.2631539 ... 1.4621964 1.3550196 1.4928184],8000,8000
1216,-3.0,8000,"[-0.13281998 -0.06710176  0.22966789 ...  0.0567252   0.05810874
  0.0781701 ]",8000,"[-0.30521193 -0.4872682  -0.69074285 ... -0.5247504  -0.6211331
 -0.6211331 ]",8000,8000
1217,-3.0,8000,"[ 0.9071757  -0.26578555 -1.2033367  ...  0.01109874  0.00408901
  0.00700973]",8000,"[ 0.3652493   0.14609973 -0.15523097 ...  0.76702356  0.4930866
  0.28306824]",8000,8000
1218,-1.0,8000,"[-0.5468167  -1.0992391  -1.5395464  ... -0.8816336  -0.22779782
  0.24869204]",8000,"[-0.30521193 -0.4872682  -0.69074285 ... -0.5247504  -0.6211331
 -0.6211331 ]",8000,8000
1219,3.0,8000,"[-0.02668624 -0.1712367  -0.22149578 ... -0.01200881 -0.01067449
 -0.0075611 ]",8000,[2.0135376 1.9491781 1.8131034 ... 1.443495  1.4968215 1.5703756],8000,8000
1220,2.0,8000,"[-0.03757405  0.1075395   0.20989639 ... -0.08767278 -0.23451388
 -0.3722854 ]",8000,[1.1020031 1.1774379 1.1282413 ... 1.5874093 1.0823245 0.8297821],8000,8000
1221,-1.0,8000,"[-2.224881   -2.1733325  -1.9273854  ...  0.27958447  0.30885348
  0.5700902 ]",8000,[0.8153635  0.79523104 0.79523104 ... 0.6442378  0.5435757  0.4529797 ],8000,8000
1222,0.0,8000,[0.01200271 0.02940665 0.13923149 ... 0.05821317 0.03480787 0.06061371],8000,"[-0.12210279 -0.12914719 -0.28882003 ... -0.8406307  -0.8406307
 -1.0167406 ]",8000,8000
1223,0.0,8000,[0.07396223 0.097431   0.10418718 ... 0.03911464 0.03840346 0.03840346],8000,"[ 0.8166372   0.82671916  0.7057359  ... -0.5998755  -0.4587283
  0.12602426]",8000,8000
1224,-4.0,8000,"[-0.03208014 -0.03491073 -0.02877777 ...  1.7549721   0.22691977
 -0.37175214]",8000,"[ 0.37247398  0.7821954   0.88928163 ... -0.5261195   0.23279624
  0.2653877 ]",8000,8000
1225,1.0,8000,"[-0.1196499   0.10114734 -0.02343658 ... -0.02405333 -0.01911932
 -0.02096957]",8000,"[-0.18390122  0.20875272  0.8151297  ... -0.17893092 -0.21372305
 -0.3180994 ]",8000,8000
1226,2.0,8000,"[-0.01150356 -0.11972225 -0.04132761 ...  0.00085212 -0.00553875
 -0.00042606]",8000,[0.0510255  0.43371677 0.49112043 ... 1.5817906  1.7922707  1.7348671 ],8000,8000
1227,4.0,8000,[0.15613429 0.20624638 0.30191487 ... 0.06087996 0.04224323 0.0352027 ],8000,"[ 1.0111296   0.36687002  0.         ... -2.2012203  -2.165428
 -2.031207  ]",8000,8000
1228,4.0,8000,"[ 0.12438524 -0.04864571 -0.1717994  ... -1.4076468  -1.1742705
 -0.7764841 ]",8000,[-3.591753  -3.5839787 -1.6812048 ...  1.2905433  1.0417639  1.1000715],8000,8000
1229,3.0,8000,"[-0.05552648 -0.25141156 -0.29819778 ... -1.1681126  -1.5290347
 -1.7542255 ]",8000,"[-0.8140568  -0.6854105  -0.6748657  ... -0.01476269  0.01476269
  0.0569418 ]",8000,8000
1230,-1.0,8000,[0.8981905  0.5969107  0.35918206 ... 0.11815819 0.1209827  0.2221939 ],8000,"[-2.1927874  -1.8127043  -1.4969429  ...  0.877115    0.9823687
  0.95897907]",8000,8000
1231,-1.0,8000,"[-0.03321115  0.05712318 -0.13505869 ...  0.02701174  0.02656892
  0.03143989]",8000,"[-0.8323923  -0.43869326 -0.04499418 ...  1.23734     1.3610737
  1.5635476 ]",8000,8000
1232,4.0,8000,[0.02615064 0.03250152 0.00859236 ... 0.9178876  1.0807688  1.1700547 ],8000,"[-2.835736   -2.3319445  -1.9855878  ...  0.88736016  0.8568275
  0.8215238 ]",8000,8000
1233,0.0,8000,"[-0.01108935 -0.01398222 -0.01976796 ...  0.00289287  0.01012506
  0.01253578]",8000,"[ 2.3966954   2.64561     3.2785652  ... -0.41959944 -0.40537572
 -0.38404018]",8000,8000
1234,-2.0,8000,"[ 0.00460825  0.00716839  0.00768041 ... -0.03174571 -0.01996908
 -0.00358419]",8000,"[ 0.37612823  0.5630386   0.71187454 ... -1.4179803  -1.1964569
 -1.1041555 ]",8000,8000
